Location,Area,Bedrooms,Bathrooms,Floors,Property_Age,Parking,Kitchen,Balcony,Furnishing,Property_Type,Construction_Quality,Price
Kurnool,4283,2,3,4,2,No,Yes,2,Unfurnished,Independent House,Low,23151000.0
Tirupati,4201,5,2,1,1,No,Yes,1,Fully Furnished,Apartment,Low,33621000.0
Anantapur,1569,2,1,4,2,No,Yes,1,Unfurnished,Villa,Low,10219000.0
Tirupati,2849,2,2,2,8,No,Yes,3,Fully Furnished,Independent House,High,29976000.0
Srikakulam,1712,2,2,4,18,Yes,Yes,0,Unfurnished,Plot,Medium,5577000.0
Hyderabad,1652,3,3,1,18,Yes,Yes,0,Unfurnished,Plot,Medium,10722000.0
Visakhapatnam,3011,1,3,2,16,Yes,Yes,1,Unfurnished,Plot,Low,14714000.0
Srikakulam,643,3,2,4,17,No,No,0,Unfurnished,Villa,High,5382000.0
Vijayawada,2989,1,3,4,10,Yes,Yes,3,Semi Furnished,Apartment,Low,21334000.0
Vijayawada,3728,5,3,3,11,No,Yes,0,Semi Furnished,Plot,Medium,21932000.0
Kakinada,3705,4,3,2,2,Yes,Yes,1,Semi Furnished,Independent House,Medium,28110000.0
Guntur,4743,5,4,3,17,Yes,Yes,3,Unfurnished,Villa,High,46231000.0
Rajahmundry,3642,3,3,2,23,Yes,Yes,1,Fully Furnished,Apartment,Low,22358000.0
Kurnool,3804,3,4,4,5,Yes,Yes,3,Unfurnished,Independent House,High,27321000.0
Kurnool,1857,1,4,3,6,No,Yes,3,Semi Furnished,Independent House,Low,11253000.0
Delhi,3213,3,3,1,0,Yes,Yes,1,Fully Furnished,Villa,High,73067000.0
Pune,4685,2,2,4,5,No,Yes,2,Fully Furnished,Villa,Medium,75156000.0
Srikakulam,1857,3,3,2,17,No,Yes,1,Semi Furnished,Villa,High,15509000.0
Kurnool,4794,1,1,2,12,Yes,Yes,3,Unfurnished,Plot,Medium,17597000.0
Rajahmundry,3692,1,2,3,30,No,Yes,1,Fully Furnished,Apartment,Medium,22563000.0
Ongole,800,2,4,3,21,Yes,Yes,1,Fully Furnished,Plot,Low,4142000.0
Guntur,1223,1,4,2,18,Yes,Yes,3,Semi Furnished,Villa,High,12943000.0
Hyderabad,3510,4,2,4,6,Yes,No,0,Fully Furnished,Villa,High,64889000.0
Pune,567,5,2,3,18,Yes,Yes,3,Fully Furnished,Villa,High,12102000.0
Visakhapatnam,4336,3,3,1,8,Yes,Yes,1,Fully Furnished,Plot,High,34687000.0
Rajahmundry,4493,4,4,2,2,No,Yes,3,Unfurnished,Independent House,Low,26830000.0
Chennai,3006,3,1,1,22,Yes,Yes,3,Unfurnished,Villa,Low,31850000.0
Visakhapatnam,2037,4,3,2,11,Yes,Yes,0,Semi Furnished,Plot,Low,13396000.0
Mumbai,897,3,2,1,19,Yes,Yes,2,Unfurnished,Villa,Medium,17024000.0
Hyderabad,3857,2,4,4,23,Yes,Yes,1,Fully Furnished,Plot,Medium,31697000.0
Pune,1663,1,2,2,29,No,Yes,1,Unfurnished,Apartment,Medium,14138000.0
Hyderabad,1055,1,2,4,17,No,Yes,0,Fully Furnished,Apartment,Low,10666000.0
Kurnool,4161,2,2,3,7,Yes,Yes,3,Fully Furnished,Plot,Medium,20713000.0
Pune,2251,4,3,2,8,No,Yes,2,Unfurnished,Villa,High,35866000.0
Chennai,3441,5,1,4,12,Yes,Yes,1,Unfurnished,Plot,Medium,23897000.0
Pune,3157,4,1,1,7,Yes,Yes,2,Unfurnished,Apartment,Low,28178000.0
Rajahmundry,3295,1,4,4,21,Yes,Yes,2,Unfurnished,Plot,Low,11783000.0
Kadapa,2829,5,2,2,9,Yes,Yes,3,Semi Furnished,Apartment,Low,15793000.0
Guntur,2459,3,1,4,16,No,Yes,3,Unfurnished,Apartment,Low,14153000.0
Anantapur,2101,5,2,1,6,Yes,Yes,3,Semi Furnished,Independent House,High,16703000.0
Pune,3293,4,4,1,16,Yes,Yes,1,Fully Furnished,Villa,Medium,53072000.0
Ongole,1980,2,2,1,22,Yes,Yes,2,Semi Furnished,Plot,Medium,7683000.0
Kadapa,1602,3,1,3,29,Yes,No,2,Fully Furnished,Villa,Low,10250000.0
Kakinada,3776,4,2,2,17,Yes,Yes,1,Semi Furnished,Villa,Medium,33375000.0
Kakinada,1799,3,1,1,23,Yes,Yes,0,Semi Furnished,Apartment,High,13133000.0
Nellore,4379,5,4,3,1,No,Yes,3,Fully Furnished,Apartment,Low,30670000.0
Pune,2035,1,2,1,2,No,Yes,1,Semi Furnished,Plot,Medium,16418000.0
Kakinada,577,4,1,4,28,Yes,Yes,3,Fully Furnished,Plot,Medium,3060000.0
Pune,3331,2,4,2,27,No,Yes,2,Unfurnished,Plot,Medium,22887000.0
Anantapur,3910,5,2,4,18,Yes,Yes,1,Fully Furnished,Apartment,Medium,24503000.0
Kakinada,3221,4,4,3,0,Yes,Yes,0,Semi Furnished,Independent House,Low,23292000.0
Anantapur,4127,2,1,4,20,Yes,Yes,3,Unfurnished,Plot,Low,12682000.0
Hyderabad,2032,4,2,4,20,Yes,Yes,2,Semi Furnished,Apartment,High,24990000.0
Kadapa,737,5,2,1,9,No,Yes,2,Unfurnished,Independent House,Low,5311000.0
Chennai,2496,4,2,4,20,Yes,Yes,0,Fully Furnished,Villa,Medium,38091000.0
Kadapa,3927,3,4,1,13,No,Yes,0,Unfurnished,Apartment,Medium,19381000.0
Hyderabad,777,5,4,1,12,Yes,Yes,3,Unfurnished,Plot,Medium,7542000.0
Chennai,3589,4,1,2,8,Yes,Yes,2,Unfurnished,Plot,High,28919000.0
Hyderabad,1023,1,3,3,5,No,Yes,0,Semi Furnished,Independent House,Low,10700000.0
Guntur,4775,4,2,3,5,Yes,Yes,1,Unfurnished,Independent House,Low,29681000.0
Rajahmundry,4718,3,2,3,18,Yes,Yes,0,Fully Furnished,Apartment,Low,28838000.0
Srikakulam,3622,2,1,1,20,Yes,Yes,1,Fully Furnished,Independent House,Medium,22018000.0
Srikakulam,2297,2,2,3,9,Yes,Yes,2,Fully Furnished,Apartment,Medium,14532000.0
Rajahmundry,2631,2,4,1,22,No,Yes,3,Unfurnished,Independent House,Medium,15121000.0
Rajahmundry,1315,1,4,2,2,Yes,Yes,2,Fully Furnished,Villa,High,15729000.0
Hyderabad,3194,3,2,3,17,Yes,Yes,2,Semi Furnished,Plot,High,28503000.0
Srikakulam,942,5,2,1,20,No,Yes,2,Fully Furnished,Plot,Medium,4630000.0
Mumbai,3640,2,4,3,18,Yes,Yes,2,Unfurnished,Villa,High,78759000.0
Guntur,642,3,2,3,4,Yes,Yes,3,Fully Furnished,Plot,High,6239000.0
Hyderabad,4787,4,4,2,24,Yes,Yes,0,Unfurnished,Plot,High,37330000.0
Anantapur,1910,1,3,4,10,Yes,Yes,3,Unfurnished,Plot,Low,6853000.0
Nellore,4973,3,3,3,9,Yes,Yes,3,Fully Furnished,Plot,High,30385000.0
Rajahmundry,1034,3,2,2,16,Yes,Yes,3,Semi Furnished,Villa,Medium,9473000.0
Chennai,2216,5,2,3,3,No,Yes,3,Semi Furnished,Apartment,Low,22197000.0
Hyderabad,3864,3,2,3,25,Yes,Yes,0,Fully Furnished,Plot,High,37243000.0
Bengaluru,1532,5,4,3,30,Yes,Yes,2,Unfurnished,Villa,Medium,22561000.0
Pune,3842,1,3,3,20,Yes,Yes,0,Fully Furnished,Plot,High,37947000.0
Bengaluru,1910,1,3,4,17,Yes,Yes,0,Unfurnished,Villa,Medium,26773000.0
Delhi,5000,4,1,4,27,No,Yes,2,Unfurnished,Villa,Medium,75146000.0
Delhi,1672,5,1,3,17,Yes,Yes,0,Unfurnished,Apartment,High,22910000.0
Vijayawada,1388,5,2,3,0,Yes,Yes,3,Semi Furnished,Independent House,High,15972000.0
Tirupati,3838,2,4,2,13,Yes,Yes,3,Semi Furnished,Apartment,Low,25714000.0
Guntur,2141,2,2,2,7,Yes,Yes,2,Fully Furnished,Apartment,High,19738000.0
Tirupati,971,4,3,1,1,Yes,Yes,2,Semi Furnished,Plot,Medium,8079000.0
Delhi,3440,1,2,4,18,Yes,Yes,2,Unfurnished,Villa,Low,47265000.0
Nellore,1046,2,2,3,14,Yes,Yes,3,Unfurnished,Independent House,Medium,7129000.0
Bengaluru,4097,3,3,4,27,Yes,Yes,2,Fully Furnished,Villa,Medium,70923000.0
Rajahmundry,3325,1,3,2,1,Yes,No,0,Unfurnished,Plot,High,17359000.0
Pune,4223,3,3,4,3,Yes,Yes,0,Fully Furnished,Villa,Medium,68947000.0
Guntur,863,5,3,4,29,Yes,Yes,1,Fully Furnished,Plot,High,6206000.0
Srikakulam,2666,1,1,3,0,No,Yes,1,Unfurnished,Apartment,Medium,13399000.0
Bengaluru,3809,4,4,3,18,Yes,Yes,2,Semi Furnished,Apartment,Low,40888000.0
Kakinada,1045,5,4,2,20,No,Yes,1,Unfurnished,Plot,High,6053000.0
Anantapur,3740,5,3,3,9,Yes,Yes,3,Unfurnished,Apartment,Low,19113000.0
Vijayawada,2436,3,4,2,0,No,Yes,3,Fully Furnished,Villa,High,35332000.0
Kakinada,1462,5,4,2,19,Yes,Yes,0,Semi Furnished,Independent House,Low,11063000.0
Ongole,3505,2,4,1,21,Yes,Yes,0,Fully Furnished,Independent House,High,29069000.0
Vijayawada,4306,1,4,1,14,Yes,Yes,1,Unfurnished,Villa,Low,36214000.0
Kadapa,1382,2,3,1,3,Yes,Yes,1,Fully Furnished,Independent House,Low,9250000.0
Hyderabad,4340,3,2,4,6,Yes,Yes,3,Fully Furnished,Villa,High,79945000.0
Ongole,1370,3,2,1,29,Yes,Yes,0,Unfurnished,Plot,High,5455000.0
Chennai,3485,1,2,3,6,Yes,Yes,1,Fully Furnished,Independent House,Medium,41958000.0
Delhi,1365,5,1,3,21,Yes,Yes,3,Unfurnished,Plot,Medium,12343000.0
Kakinada,4809,4,4,1,24,Yes,Yes,0,Fully Furnished,Plot,High,29364000.0
Anantapur,3703,3,3,4,17,Yes,Yes,3,Semi Furnished,Villa,High,32785000.0
Visakhapatnam,3397,1,3,2,12,Yes,Yes,3,Unfurnished,Independent House,Low,24857000.0
Kurnool,2744,4,1,4,9,Yes,Yes,0,Semi Furnished,Apartment,Low,15055000.0
Vijayawada,518,5,3,4,23,Yes,Yes,3,Fully Furnished,Apartment,Medium,5417000.0
Kurnool,1141,3,2,2,7,Yes,Yes,1,Semi Furnished,Apartment,Medium,7929000.0
Visakhapatnam,3583,1,1,2,26,Yes,Yes,3,Semi Furnished,Apartment,Medium,28233000.0
Mumbai,829,1,3,2,9,Yes,Yes,1,Semi Furnished,Villa,Low,16705000.0
Rajahmundry,1365,1,1,3,13,No,Yes,2,Fully Furnished,Plot,Low,6885000.0
Vijayawada,1273,3,1,2,13,Yes,Yes,2,Unfurnished,Independent House,Low,8871000.0
Pune,4987,4,3,2,26,No,Yes,2,Fully Furnished,Villa,Medium,78104000.0
Kakinada,2854,1,2,4,19,Yes,Yes,3,Fully Furnished,Apartment,High,23876000.0
Srikakulam,3838,5,3,4,21,No,Yes,2,Fully Furnished,Independent House,Medium,24906000.0
Visakhapatnam,4018,1,4,1,10,No,Yes,2,Unfurnished,Villa,Low,36962000.0
Kadapa,3442,4,4,4,5,Yes,Yes,3,Fully Furnished,Plot,Medium,17345000.0
Guntur,3067,3,3,2,20,Yes,Yes,0,Fully Furnished,Apartment,Medium,23120000.0
Hyderabad,2174,1,2,3,29,Yes,Yes,3,Unfurnished,Independent House,Medium,20260000.0
Bengaluru,3183,1,4,4,0,Yes,Yes,1,Unfurnished,Independent House,Medium,37302000.0
Nellore,3880,5,4,4,18,No,Yes,3,Unfurnished,Apartment,Low,21475000.0
Pune,1239,5,3,2,6,No,Yes,0,Semi Furnished,Plot,Medium,11574000.0
Kurnool,2045,1,3,4,23,No,Yes,2,Unfurnished,Apartment,Low,8949000.0
Kadapa,2759,1,3,4,17,No,Yes,3,Semi Furnished,Plot,Medium,10401000.0
Delhi,1635,5,1,2,2,No,Yes,2,Semi Furnished,Independent House,Low,22416000.0
Tirupati,1373,4,1,4,19,Yes,Yes,1,Fully Furnished,Apartment,High,14270000.0
Visakhapatnam,2800,2,1,3,29,Yes,No,0,Semi Furnished,Plot,Low,14124000.0
Hyderabad,1251,2,3,1,10,Yes,Yes,2,Fully Furnished,Plot,Low,10130000.0
Kakinada,1353,1,2,4,4,Yes,No,2,Semi Furnished,Villa,High,15191000.0
Kurnool,4232,5,4,3,18,Yes,Yes,2,Unfurnished,Plot,High,19735000.0
Srikakulam,2783,3,1,4,20,Yes,Yes,2,Fully Furnished,Apartment,High,18836000.0
Vijayawada,1829,3,2,1,23,Yes,Yes,3,Semi Furnished,Apartment,High,16482000.0
Visakhapatnam,977,2,3,2,23,Yes,Yes,0,Fully Furnished,Plot,High,6781000.0
Visakhapatnam,3226,4,1,1,29,No,Yes,0,Unfurnished,Apartment,High,27393000.0
Srikakulam,3591,2,3,4,1,Yes,Yes,2,Semi Furnished,Independent House,Medium,21646000.0
Bengaluru,4730,1,2,1,21,Yes,Yes,0,Semi Furnished,Independent House,Medium,57428000.0
Kakinada,1769,4,1,1,3,No,Yes,2,Unfurnished,Apartment,High,12973000.0
Rajahmundry,4681,3,1,2,24,Yes,Yes,1,Semi Furnished,Plot,Low,18602000.0
Kadapa,3103,5,1,4,9,Yes,Yes,1,Semi Furnished,Independent House,Low,18034000.0
Mumbai,1969,5,1,1,1,Yes,Yes,1,Fully Furnished,Plot,High,30520000.0
Tirupati,877,1,2,1,7,Yes,Yes,0,Semi Furnished,Apartment,Medium,6720000.0
Guntur,2180,2,1,2,0,No,Yes,2,Unfurnished,Villa,Medium,18334000.0
Anantapur,741,1,4,3,26,Yes,Yes,3,Semi Furnished,Independent House,Low,3789000.0
Vijayawada,1419,5,4,4,5,Yes,Yes,3,Fully Furnished,Apartment,High,17554000.0
Nellore,569,3,3,3,10,Yes,Yes,1,Semi Furnished,Independent House,Medium,5424000.0
Anantapur,4424,5,1,3,26,No,Yes,1,Fully Furnished,Plot,High,22843000.0
Tirupati,2586,4,4,2,29,Yes,No,0,Semi Furnished,Villa,High,30384000.0
Nellore,2507,5,4,2,27,No,Yes,3,Fully Furnished,Villa,Low,21651000.0
Guntur,1300,5,4,4,9,Yes,Yes,0,Fully Furnished,Apartment,High,14020000.0
Guntur,3279,4,2,3,12,No,Yes,1,Semi Furnished,Independent House,High,29151000.0
Bengaluru,1255,2,1,1,0,No,Yes,2,Unfurnished,Villa,Low,16872000.0
Ongole,2495,5,2,3,1,No,Yes,2,Unfurnished,Independent House,Medium,16643000.0
Delhi,1821,1,2,2,2,Yes,Yes,2,Semi Furnished,Plot,High,20728000.0
Visakhapatnam,2830,5,4,1,8,No,Yes,1,Semi Furnished,Plot,Low,17487000.0
Kadapa,609,1,4,1,4,Yes,Yes,0,Semi Furnished,Apartment,Medium,4994000.0
Bengaluru,1516,4,3,2,9,No,Yes,2,Semi Furnished,Villa,High,29389000.0
Kadapa,4365,5,1,1,9,Yes,Yes,3,Semi Furnished,Villa,Medium,32324000.0
Pune,524,4,1,3,11,Yes,Yes,3,Unfurnished,Independent House,Low,6634000.0
Pune,3338,4,4,2,17,Yes,Yes,1,Fully Furnished,Plot,High,34255000.0
Kurnool,1237,2,4,4,25,Yes,Yes,3,Fully Furnished,Villa,Low,9996000.0
Nellore,679,5,1,2,20,Yes,Yes,3,Unfurnished,Apartment,Low,4513000.0
Rajahmundry,731,1,3,4,20,Yes,Yes,1,Unfurnished,Apartment,High,4891000.0
Vijayawada,2417,1,4,4,0,Yes,Yes,0,Fully Furnished,Villa,Low,26737000.0
Mumbai,842,5,3,2,2,No,Yes,2,Unfurnished,Apartment,Medium,14540000.0
Srikakulam,3123,2,2,2,4,Yes,Yes,1,Semi Furnished,Villa,Low,20984000.0
Kurnool,954,2,4,4,24,Yes,Yes,3,Unfurnished,Villa,High,8470000.0
Guntur,4884,2,2,4,25,No,Yes,2,Unfurnished,Villa,High,45082000.0
Tirupati,2776,1,4,1,16,Yes,Yes,2,Unfurnished,Villa,Medium,24121000.0
Pune,1095,4,2,2,7,Yes,Yes,2,Unfurnished,Independent House,High,14983000.0
Hyderabad,4374,2,4,2,16,Yes,Yes,1,Fully Furnished,Villa,Low,61070000.0
Delhi,4997,1,3,1,8,Yes,Yes,2,Fully Furnished,Apartment,Low,63268000.0
Nellore,3169,1,3,2,5,Yes,Yes,0,Fully Furnished,Plot,High,19709000.0
Visakhapatnam,2635,4,3,1,16,Yes,Yes,3,Fully Furnished,Independent House,Medium,27454000.0
Kadapa,4464,5,2,1,7,No,Yes,1,Semi Furnished,Plot,Medium,18560000.0
Hyderabad,2065,5,3,2,20,Yes,Yes,1,Semi Furnished,Plot,High,19083000.0
Tirupati,808,2,2,3,6,Yes,Yes,2,Fully Furnished,Plot,Low,5067000.0
Chennai,842,2,4,4,6,No,Yes,3,Fully Furnished,Plot,High,10120000.0
Kadapa,935,4,2,2,14,Yes,Yes,2,Fully Furnished,Plot,High,6271000.0
Ongole,676,2,4,3,6,Yes,Yes,2,Unfurnished,Apartment,Medium,6289000.0
Delhi,638,4,1,1,21,No,Yes,1,Semi Furnished,Villa,Low,9404000.0
Kurnool,693,1,1,3,26,Yes,Yes,0,Semi Furnished,Apartment,Medium,2623000.0
Bengaluru,3757,2,1,2,7,No,Yes,3,Unfurnished,Independent House,Medium,42560000.0
Ongole,3735,1,2,2,8,Yes,Yes,3,Unfurnished,Apartment,Low,18313000.0
Nellore,1442,3,1,3,27,No,Yes,3,Unfurnished,Independent House,Low,7972000.0
Nellore,4379,4,1,2,14,Yes,No,3,Semi Furnished,Villa,Low,33891000.0
Ongole,3613,3,1,4,1,Yes,Yes,0,Unfurnished,Plot,High,17789000.0
Nellore,3462,2,4,3,6,Yes,Yes,1,Unfurnished,Villa,Low,25150000.0
Visakhapatnam,1453,1,3,1,14,No,Yes,0,Unfurnished,Apartment,High,13131000.0
Kurnool,1802,2,2,3,17,No,Yes,2,Fully Furnished,Apartment,Medium,11651000.0
Tirupati,3881,3,1,3,21,Yes,Yes,1,Unfurnished,Villa,Low,31114000.0
Delhi,3380,2,4,3,17,No,Yes,0,Fully Furnished,Villa,High,76126000.0
Kakinada,2687,5,3,3,9,Yes,Yes,3,Semi Furnished,Apartment,High,22630000.0
Pune,1045,3,3,1,21,Yes,Yes,3,Semi Furnished,Villa,High,18370000.0
Hyderabad,2427,2,3,1,17,Yes,Yes,1,Semi Furnished,Independent House,High,31562000.0
Bengaluru,4652,1,4,1,0,No,Yes,0,Fully Furnished,Independent House,Medium,65337000.0
Pune,504,2,1,3,6,No,No,1,Unfurnished,Apartment,Low,4602000.0
Hyderabad,3981,1,3,4,2,Yes,Yes,3,Semi Furnished,Apartment,Low,38893000.0
Mumbai,3753,5,4,4,13,No,Yes,0,Unfurnished,Villa,Low,63864000.0
Tirupati,1862,2,4,1,11,Yes,Yes,3,Fully Furnished,Villa,Low,19518000.0
Nellore,2320,5,2,4,13,Yes,Yes,1,Semi Furnished,Plot,Low,11511000.0
Nellore,3163,3,4,4,28,Yes,Yes,1,Unfurnished,Independent House,Low,16913000.0
Kakinada,3438,1,3,4,3,No,Yes,1,Unfurnished,Apartment,High,24735000.0
Pune,1773,3,3,4,12,Yes,No,1,Semi Furnished,Apartment,Low,17879000.0
Hyderabad,3826,1,4,4,15,Yes,Yes,1,Unfurnished,Apartment,High,42373000.0
Vijayawada,4159,5,3,2,15,Yes,Yes,2,Fully Furnished,Apartment,Medium,37289000.0
Hyderabad,3445,4,4,1,21,Yes,Yes,1,Semi Furnished,Plot,High,30880000.0
Visakhapatnam,3518,2,3,3,4,Yes,Yes,1,Semi Furnished,Independent House,Medium,33102000.0
Ongole,1631,5,2,4,19,Yes,Yes,3,Semi Furnished,Plot,Low,7488000.0
Vijayawada,3136,1,1,2,24,No,Yes,1,Semi Furnished,Independent House,Medium,24448000.0
Hyderabad,3529,1,2,3,5,Yes,Yes,0,Fully Furnished,Apartment,Medium,40448000.0
Pune,3519,1,2,2,5,Yes,Yes,1,Fully Furnished,Independent House,High,52797000.0
Chennai,4877,1,1,4,17,No,Yes,2,Unfurnished,Apartment,High,50312000.0
Srikakulam,3659,2,3,4,5,Yes,Yes,1,Fully Furnished,Plot,Medium,17075000.0
Srikakulam,753,3,1,4,6,No,Yes,3,Unfurnished,Independent House,Medium,5560000.0
Kadapa,828,4,4,4,23,Yes,Yes,0,Unfurnished,Villa,Low,5428000.0
Anantapur,3091,2,1,3,30,Yes,Yes,0,Semi Furnished,Independent House,High,19413000.0
Tirupati,3330,1,2,3,29,Yes,Yes,1,Unfurnished,Apartment,Medium,20321000.0
Guntur,3544,2,1,2,23,No,Yes,1,Semi Furnished,Villa,High,35710000.0
Visakhapatnam,1920,5,3,1,15,No,Yes,1,Unfurnished,Apartment,Low,14320000.0
Hyderabad,3901,1,2,4,8,Yes,Yes,1,Fully Furnished,Villa,Low,54188000.0
Bengaluru,3392,4,4,2,25,Yes,Yes,3,Semi Furnished,Villa,Medium,53809000.0
Vijayawada,1154,1,3,2,26,Yes,No,3,Unfurnished,Independent House,Low,7223000.0
Kadapa,1259,4,2,2,12,Yes,No,0,Fully Furnished,Independent House,Medium,9178000.0
Tirupati,2298,4,4,4,11,Yes,Yes,1,Fully Furnished,Villa,High,31253000.0
Pune,3471,3,3,4,18,Yes,Yes,3,Semi Furnished,Villa,High,58352000.0
Visakhapatnam,3926,3,4,2,25,Yes,Yes,3,Semi Furnished,Villa,Medium,43641000.0
Delhi,754,2,1,4,30,Yes,Yes,0,Semi Furnished,Apartment,Medium,8189000.0
Rajahmundry,4323,2,1,2,22,No,Yes,0,Unfurnished,Independent House,Medium,23832000.0
Nellore,2376,4,4,3,22,Yes,Yes,2,Semi Furnished,Apartment,High,19123000.0
Anantapur,3257,1,1,4,0,Yes,Yes,3,Fully Furnished,Independent House,High,26121000.0
Rajahmundry,3124,5,4,3,7,Yes,Yes,0,Fully Furnished,Plot,Low,16512000.0
Nellore,4621,5,3,1,30,Yes,Yes,3,Semi Furnished,Apartment,Low,26406000.0
Pune,3504,1,2,4,3,No,Yes,3,Semi Furnished,Independent House,High,47335000.0
Nellore,4234,1,4,1,20,Yes,Yes,1,Fully Furnished,Villa,High,46632000.0
Tirupati,1744,3,2,2,29,Yes,Yes,1,Unfurnished,Villa,Medium,14287000.0
Vijayawada,1508,5,2,4,21,Yes,Yes,1,Fully Furnished,Independent House,High,17522000.0
Kadapa,4814,4,4,4,18,No,Yes,1,Fully Furnished,Villa,High,46144000.0
Hyderabad,2010,2,1,4,20,Yes,Yes,3,Fully Furnished,Villa,Low,27810000.0
Bengaluru,2459,3,3,1,25,Yes,Yes,2,Semi Furnished,Plot,Low,18058000.0
Srikakulam,3008,5,2,1,4,Yes,Yes,2,Unfurnished,Plot,Medium,12856000.0
Kadapa,3182,1,3,2,16,Yes,Yes,2,Unfurnished,Plot,Low,9968000.0
Anantapur,1489,5,2,3,2,Yes,Yes,3,Semi Furnished,Apartment,Medium,10499000.0
Nellore,4784,4,4,3,18,Yes,Yes,2,Fully Furnished,Plot,High,29469000.0
Pune,754,3,1,1,0,No,Yes,3,Semi Furnished,Plot,High,7780000.0
Kakinada,4663,1,3,4,28,No,Yes,0,Semi Furnished,Plot,Medium,20317000.0
Chennai,4952,4,2,3,22,Yes,Yes,2,Unfurnished,Independent House,Low,42749000.0
Srikakulam,755,2,4,3,0,Yes,Yes,3,Unfurnished,Villa,Low,7139000.0
Kurnool,1507,3,4,1,22,Yes,Yes,0,Semi Furnished,Independent House,High,11351000.0
Pune,2255,4,2,2,19,Yes,No,1,Semi Furnished,Plot,Low,16051000.0
Mumbai,3071,4,2,1,8,Yes,Yes,0,Unfurnished,Apartment,Medium,43302000.0
Srikakulam,4408,1,2,1,22,Yes,Yes,0,Unfurnished,Independent House,High,24560000.0
Srikakulam,3497,2,1,4,4,Yes,Yes,2,Fully Furnished,Plot,Low,14599000.0
Kurnool,3303,4,2,1,6,Yes,Yes,1,Semi Furnished,Apartment,High,22961000.0
Tirupati,4265,3,2,4,24,Yes,Yes,1,Fully Furnished,Apartment,High,40455000.0
Kurnool,4879,4,1,2,25,Yes,Yes,2,Fully Furnished,Apartment,Low,27482000.0
Kadapa,3883,5,4,4,5,Yes,Yes,0,Fully Furnished,Villa,Medium,33474000.0
Guntur,598,3,2,2,16,No,Yes,3,Unfurnished,Apartment,Low,4470000.0
Bengaluru,696,3,3,2,21,Yes,Yes,2,Fully Furnished,Plot,Low,6324000.0
Kadapa,3029,4,4,2,16,No,Yes,0,Unfurnished,Independent House,Low,15359000.0
Delhi,1377,1,3,1,12,Yes,Yes,3,Unfurnished,Independent House,Low,15574000.0
Pune,2368,3,2,4,11,No,Yes,2,Unfurnished,Plot,Low,15749000.0
Chennai,3165,5,1,3,3,Yes,Yes,2,Semi Furnished,Villa,Low,40006000.0
Delhi,1888,1,1,1,29,No,Yes,1,Fully Furnished,Villa,Medium,33627000.0
Bengaluru,2915,1,1,2,7,Yes,Yes,1,Unfurnished,Apartment,High,36478000.0
Bengaluru,1069,1,2,3,4,Yes,Yes,1,Semi Furnished,Plot,Medium,10595000.0
Tirupati,3137,3,2,1,30,Yes,Yes,3,Semi Furnished,Apartment,Low,19636000.0
Anantapur,1565,1,3,3,4,Yes,Yes,2,Semi Furnished,Apartment,Medium,9911000.0
Hyderabad,921,4,1,2,12,Yes,Yes,1,Unfurnished,Plot,High,8373000.0
Visakhapatnam,3383,1,2,3,25,Yes,Yes,1,Unfurnished,Villa,Medium,33031000.0
Mumbai,1704,5,4,3,10,Yes,No,2,Unfurnished,Villa,Low,31166000.0
Kakinada,1044,2,2,2,7,Yes,Yes,3,Semi Furnished,Independent House,High,10385000.0
Rajahmundry,4666,5,2,3,7,Yes,Yes,1,Unfurnished,Plot,Low,18609000.0
Hyderabad,4139,3,4,1,0,Yes,No,0,Fully Furnished,Apartment,Low,44595000.0
Pune,1723,1,1,3,12,Yes,No,3,Unfurnished,Plot,High,14211000.0
Pune,3672,1,4,4,28,No,Yes,1,Unfurnished,Apartment,High,39854000.0
Pune,1267,4,1,1,4,No,Yes,0,Fully Furnished,Independent House,Low,16210000.0
Guntur,4157,1,4,3,27,No,Yes,1,Unfurnished,Independent House,Medium,24864000.0
Rajahmundry,1154,5,3,4,20,No,Yes,3,Unfurnished,Independent House,High,9847000.0
Kurnool,2946,3,1,4,7,Yes,Yes,2,Unfurnished,Independent House,Medium,17665000.0
Visakhapatnam,720,2,2,4,16,No,Yes,2,Unfurnished,Apartment,Medium,5173000.0
Nellore,4166,1,3,3,22,Yes,Yes,3,Semi Furnished,Villa,High,40745000.0
Hyderabad,4777,2,1,2,22,Yes,Yes,1,Unfurnished,Apartment,Medium,42252000.0
Bengaluru,4902,1,1,4,12,No,Yes,3,Fully Furnished,Independent House,High,80582000.0
Chennai,3069,3,1,2,8,Yes,Yes,0,Fully Furnished,Villa,High,54210000.0
Mumbai,1513,5,4,1,1,Yes,Yes,1,Semi Furnished,Plot,High,22766000.0
Delhi,2551,3,1,2,30,Yes,Yes,3,Unfurnished,Apartment,High,33279000.0
Kadapa,4485,2,2,2,18,Yes,Yes,2,Fully Furnished,Plot,Medium,19135000.0
Visakhapatnam,4810,1,1,2,19,Yes,Yes,3,Semi Furnished,Independent House,Medium,41755000.0
Ongole,3519,2,2,2,16,Yes,Yes,1,Unfurnished,Plot,High,16021000.0
Ongole,4181,5,2,2,30,Yes,Yes,3,Semi Furnished,Villa,High,38613000.0
Mumbai,1943,3,2,1,6,Yes,Yes,2,Unfurnished,Villa,High,43654000.0
Srikakulam,4696,2,3,1,29,Yes,Yes,0,Semi Furnished,Villa,High,36827000.0
